ID,degree,closeness,eigenvector,betweenness
C00272732,0.004098360655737705,0.14299859816733235,0.01435247470440843,6.594530565465283e-06
C00435412,0.0,0.0,1.030672165026615e-11,0.0
C00412809,0.04644808743169399,0.1521182714653602,0.1077737818306336,0.0015180781770192252
C00271312,0.007513661202185792,0.14166539300486067,0.016916420595506375,0.0001487093764902169
C00412346,0.03415300546448088,0.15932542840468988,0.09333528415592904,0.0015884354805269212
C00434654,0.012295081967213115,0.13385415273803475,0.016493367332523858,0.00010854817698503857
C00417451,0.03278688524590164,0.15016946491291233,0.08613543538761087,0.0011126739807503746
C00328997,0.041666666666666664,0.15144443637581267,0.09951249652874256,0.0008631096835182374
C00310896,0.00819672131147541,0.14339845443623786,0.021444674300047057,0.00012680314233664612
C00326066,0.03346994535519126,0.1651622295257957,0.08352344397145627,0.0026103764194394985
C00413914,0.036202185792349725,0.16738595599431927,0.09517087380660152,0.002590808133767638
C00251918,0.01980874316939891,0.14784251464579332,0.048756899829135045,0.0008948409616407804
C00331439,0.01366120218579235,0.1431482826734391,0.024706893491926032,0.0009865224509934922
C00409946,0.004098360655737705,0.14694232741478383,0.0012878151715756834,0.000611299393750126
C00410118,0.015027322404371584,0.1362094880949789,0.010286491575784127,0.00020598837393304053
C00266932,0.018442622950819672,0.15593423722617883,0.005299031390913196,0.01197982342003424
C00386458,0.007513661202185792,0.15178060604590327,0.0010338531388362588,0.003559993826580894
C00326629,0.01092896174863388,0.18129163859570327,0.005761964297376262,0.07337797571458438
C00434985,0.007513661202185792,0.12561634358299953,0.0013205028362222862,0.001675892448048246
C00047548,0.0,0.0,1.030672165026615e-11,0.0
C00019075,0.05874316939890711,0.1535415337358071,0.10092932224416828,0.005329297431998031
C00168823,0.0,0.0,1.030672165026615e-11,0.0
C00307694,0.001366120218579235,0.12447299094116399,0.0034818594601743165,9.128743678745655e-07
C00128868,0.060109289617486336,0.15178060604590327,0.12862236637900823,0.001466387997570401
C00289603,0.02185792349726776,0.1439014304251408,0.05078969031446116,0.0005117530435721123
C00414318,0.012978142076502733,0.13616428083042698,0.0321383212783362,0.00012753035860395276
C00398644,0.03756830601092896,0.15055522133654184,0.09682343136563347,0.0009321043957149296
C00392084,0.028688524590163935,0.14800251736727146,0.07794870250966371,0.0013745103496766112
C00367821,0.014344262295081968,0.14589721840045394,0.040736729767395854,5.6918733395855676e-05
C00413310,0.03210382513661202,0.16772811861900103,0.0875636680981432,0.0030618232239198774
C00400077,0.030737704918032786,0.14951274713632526,0.08491514390930935,0.0010580030752188724
C00409409,0.025956284153005466,0.14967638750166964,0.07080024734309003,0.0008634524097095185
C00419630,0.018442622950819672,0.1624803873830006,0.05539524594646693,0.0009094627043680685
C00422220,0.0006830601092896175,0.09453064012490242,5.922581351385225e-05,0.0
C00433938,0.00273224043715847,0.11504850761135069,0.00197033990474233,0.000724160131945033
C00219881,0.03210382513661202,0.15150036120460728,0.08067414947259328,0.00042959348380688884
C00418541,0.03415300546448088,0.16684139005371146,0.09008818527513954,0.002251019454720463
C00414391,0.036202185792349725,0.15110975253851805,0.0919326291108734,0.0007900771156734027
C00411660,0.030054644808743168,0.15066580174148972,0.09333177253218211,0.00044053377152338886
C00417618,0.03346994535519126,0.15127690934442348,0.08957900103772469,0.0006933770981443563
C00421271,0.029371584699453553,0.14821639383745538,0.08340270747822608,0.0003112051204320292
C00413393,0.025956284153005466,0.1714429494952263,0.07019982903629916,0.0240569952719674
C00411835,0.03415300546448088,0.1508874505855375,0.08819090816386096,0.0015569399459032997
C00416818,0.03961748633879782,0.1686936587755249,0.10023365181317949,0.003098933084869852
C00284174,0.006147540983606557,0.12889191898902813,0.002810731899808536,0.0005313086261859428
C00145862,0.011612021857923498,0.13141030690008856,0.006354521183148541,0.0005027287485945986
C00387126,0.03961748633879782,0.14166539300486067,0.019599206697651674,0.0038438969658454473
C00301838,0.031420765027322405,0.1537717309378098,0.017980575867036393,0.006063586875929476
C00372102,0.028005464480874317,0.1358037001463345,0.01846263479195832,0.0006052889595951826
C00435875,0.022540983606557378,0.15394483232348086,0.01204344859815926,0.005392708060464694
C00331256,0.025273224043715847,0.13813568287612002,0.01641458353554007,0.0004871672802655383
C00266767,0.0273224043715847,0.1348218791134001,0.014987058041327233,0.0020441368050214564
C00367367,0.030054644808743168,0.1394503664656956,0.018542721296718367,0.0009376015049629705
C00350454,0.029371584699453553,0.13921376930508195,0.01818274944752497,0.0008982225038164973
C00397737,0.036202185792349725,0.1388368792358973,0.02006963722877923,0.0020624637213438064
C00410969,0.02459016393442623,0.1373035402081916,0.01702252362595096,0.0003245873401864131
C00334060,0.017759562841530054,0.1341166976600446,0.01151085437404506,0.0006171430306607371
C00269340,0.008879781420765027,0.1292981336722586,0.005206490202484076,0.00012459140894400752
C00433524,0.030737704918032786,0.1331158267819846,0.012623106590866063,0.002473058012009714
C00434217,0.0,0.0,1.030672165026615e-11,0.0
C00433763,0.02185792349726776,0.16273819045699187,0.0652141953158786,0.0009089959973600477
C00337436,0.01707650273224044,0.1497310139204659,0.03921157747001018,0.0016766627757119755
C00433136,0.02663934426229508,0.15016946491291233,0.06411362505688435,0.0006969319424555657
C00304709,0.01366120218579235,0.14156762530782488,0.031760475574297245,0.001277943283006657
C00410233,0.03415300546448088,0.15105411566350385,0.09955695190314005,0.0005553708328943102
C00347716,0.02185792349726776,0.15951126677374672,0.05584279226768669,0.0011452679106194574
C00411991,0.03961748633879782,0.15206188960047312,0.10053570053602187,0.0009500248832589771
C00270249,0.007513661202185792,0.12561634358299953,0.004491649114624998,8.32850824632174e-05
C00140715,0.07581967213114754,0.16542862021857924,0.1473041680515365,0.008459935085217508
C00416016,0.028005464480874317,0.16684139005371146,0.08110987139709303,0.0017710202511228527
C00375220,0.02663934426229508,0.13251388182883608,0.01315351852127165,0.0010476530295358136
C00306704,0.00546448087431694,0.117217993754879,0.00146020318195288,0.00016602107357327104
C00257956,0.00819672131147541,0.12764871753020426,0.005548817562615519,0.0001126827464856724
C00359034,0.01639344262295082,0.13024221528319888,0.009613431742163519,0.0010250581816209168
C00316661,0.02185792349726776,0.16203119199924032,0.06699936537061604,0.001223916583835951
C00419291,0.009562841530054645,0.1388838788564917,0.0310994091779384,1.9114705600098342e-05
C00393033,0.01912568306010929,0.1473116618104404,0.04244551133818121,0.00023584855659382787
C00130096,0.0,0.0,1.030672165026615e-11,0.0
C00187419,0.012295081967213115,0.14166539300486067,0.029006492473588344,8.951842500211542e-05
C00419978,0.04234972677595628,0.16897157254616,0.10458455722233452,0.003737332346996765
C00240465,0.02185792349726776,0.14962180092708843,0.07321607100852888,0.00015019466587519627
C00384735,0.02459016393442623,0.15749058661883933,0.06914174648516548,0.0009164857712328057
C00410522,0.01980874316939891,0.14548332558229662,0.05912520746002592,0.00029169995780855385
C00431502,0.015027322404371584,0.13707416576748296,0.024705741138605204,0.0005027875341936673
C00379727,0.006830601092896175,0.14274981842104262,0.018287569579712292,2.322650371639577e-05
C00325449,0.010245901639344262,0.1431482826734391,0.021035419232820884,9.206289093472744e-05
C00355461,0.018442622950819672,0.1348661992577503,0.009634656477125123,0.0008867953495109608
C00412759,0.01366120218579235,0.13212978362063654,0.010049024389453626,0.0008774099093581558
C00410837,0.015710382513661202,0.13611910356405987,0.011738383571999057,0.0002712951860301319
C00284901,0.020491803278688523,0.13711997932556033,0.007141859328520002,0.003290042364829911
C00272153,0.012978142076502733,0.13354914653062386,0.0058154412483014725,0.0003698168384737423
C00350421,0.0006830601092896175,0.10893865590602138,0.0002328785617047533,0.0
C00243816,0.00546448087431694,0.11731855251417687,0.002092829684699165,0.0015261056013248981
C00439430,0.0,0.0,1.030672165026615e-11,0.0
C00437962,0.001366120218579235,0.11255500086202375,0.0005565664424795685,0.0
C00330241,0.004098360655737705,0.11599179478147484,0.002129400427340949,1.4278226621458378e-05
C00252973,0.01366120218579235,0.13385415273803475,0.008031883341693065,0.00023505997738273158
C00350785,0.015027322404371584,0.1331158267819846,0.011669622577404235,0.00014243757536233032
C00346114,0.02117486338797814,0.15487466143528747,0.011408036064870251,0.006048776468617809
C00272211,0.0034153005464480873,0.12349878932633249,0.0018547018787377662,1.4733239993276955e-05
C00258855,0.008879781420765027,0.1257703795653208,0.004168758860731977,0.00013648985562876592
C00225623,0.012295081967213115,0.1313261773822268,0.009785053890975047,7.670467107202524e-05
C00285171,0.010245901639344262,0.14260096563853894,0.02192339336273837,0.0001560029533354889
C00368829,0.055327868852459015,0.1635165317425574,0.1238796375578869,0.004436509788470657
C00435180,0.01980874316939891,0.14430635882591505,0.05430293195899769,0.0008314290892913051
C00369710,0.017759562841530054,0.1475235448191573,0.06036359767553268,0.00014936888594958275
C00417600,0.025956284153005466,0.1635165317425574,0.07220091966348836,0.0019175473329714357
C00436378,0.00546448087431694,0.14030881605406173,0.019249849091762417,1.4974513277633777e-05
C00435065,0.03210382513661202,0.1501145181639504,0.08573704408942004,0.00041135112592851454
C00393652,0.03551912568306011,0.16772811861900103,0.09662597510980389,0.0024831277891488317
C00434662,0.025956284153005466,0.16215927989805395,0.06827108088641103,0.002203251411882022
C00148999,0.001366120218579235,0.12639031982195825,0.003411324967371689,1.0784013569203093e-06
C00422923,0.012978142076502733,0.1417143275102164,0.02912519244107422,0.00010163267660447925
C00410639,0.028688524590163935,0.16589687753419996,0.07891964590346667,0.002655145343888111
