ID,degree,closeness,eigenvector,betweenness
C00476291,0.011635423400129283,0.1153399269331741,0.018157825232992704,0.0008519428934744339
C00413096,0.010989010989010988,0.10326184157683972,0.01206238250676223,0.0004150944511652606
C00330142,0.014867485455720749,0.11297571173981476,0.03780436289935119,0.0003237823590053726
C00502575,0.029088558500323207,0.11564242955158259,0.0805155954696678,0.0011619293742087492
C00494203,0.006464124111182934,0.11074619464412411,0.024701444420207712,1.6715855311117516e-05
C00513077,0.04783451842275371,0.13039697696374056,0.1414707618614876,0.005170884905244343
C00437293,0.005817711700064641,0.10917921629755002,0.018593066927462785,0.00010883460304977949
C00499053,0.0394311570782159,0.11789520415323679,0.11167280825472291,0.0017122951930972539
C00287045,0.003232062055591467,0.11986393960123258,0.00296132240229521,0.0005626708265760209
C00545616,0.010342598577892695,0.10898645638177044,0.035956275136745014,6.610000516805749e-05
C00504019,0.020038784744667096,0.1257228694391747,0.07147181790262196,0.00033164135055887385
C00512236,0.028442146089204912,0.12759390015426786,0.08253357743081899,0.0010495593694250292
C00499392,0.021331609566903685,0.13809827493206886,0.0716227059136355,0.0034008233323627917
C00552547,0.021978021978021976,0.12262600098258795,0.07599312594152588,0.0003919718432985869
C00545467,0.03232062055591467,0.14158240572163938,0.0888529764001283,0.009622068556573745
C00518654,0.053652230122818355,0.1306177081985501,0.11511989713334271,0.005957696519336838
C00556365,0.016160310277957335,0.1257741012523121,0.05946941047651452,0.0003397103987943874
C00461350,0.025210084033613446,0.1286040185304891,0.07193018379192195,0.001882544010575952
C00550608,0.02262443438914027,0.12365771012547032,0.0750235991975607,0.0006094848871636148
C00546499,0.017453135100193924,0.1240054819096721,0.061763562901490654,0.00030337732421844795
C00546846,0.03361344537815126,0.1311170962078054,0.09732155281952112,0.0020306655802123127
C00465971,0.03232062055591467,0.14100029441442388,0.09133956647386032,0.006206737931029583
C00090357,0.0,0.0,5.2794965365124705e-08,0.0
C00575050,0.018099547511312215,0.1203781764715967,0.05613345499998837,0.0008379478720164234
C00494971,0.001292824822236587,0.09166903607756872,0.0004049373843505064,1.0914532059419074e-05
C00504522,0.04201680672268907,0.12865762587460355,0.10354518172165814,0.003411322538509293
C00571869,0.010989010989010988,0.12118164290269884,0.04004117999194081,0.0005398316740716315
C00477323,0.002585649644473174,0.10577438124509045,0.010690610921680204,1.960239136054232e-05
C00464602,0.009696186166774402,0.1179402539064478,0.03255221415489787,0.0005122979593189887
C00460063,0.007756948933419522,0.11912375317374523,0.027909636080550262,0.00014972746971808975
C00257121,0.002585649644473174,0.10043919442667552,0.006147128997322927,2.2723099246018334e-05
C00272732,0.010342598577892695,0.1097616089876152,0.021363852299755254,0.0018924734867937095
C00555888,0.023917259211376857,0.12717331869516849,0.06898850111674258,0.002802702369031592
C00543249,0.014867485455720749,0.11789520415323679,0.03234620820004313,0.0022419854883595635
C00461061,0.03425985778926955,0.11678003952825346,0.09530552427208842,0.0015441047200248105
