ID,degree,closeness,eigenvector,betweenness
C00647669,0.0,0.0,5.389667593490833e-12,0.0
C00670034,0.026046986721144024,0.1357806444247145,0.08023250296744353,0.0016572491352304965
C00658195,0.0,0.0,5.389667593490833e-12,0.0
C00655647,0.01174668028600613,0.13288385022635946,0.04016927741304478,6.880000581298675e-05
C00636670,0.009193054136874362,0.13170879118937126,0.028099319133205517,0.0001851476462764798
C00037606,0.0,0.0,5.389667593490833e-12,0.0
C00652628,0.042390194075587334,0.14022700199899904,0.1294753983265585,0.001412185454455522
C00354688,0.0005107252298263534,0.10253653573288075,0.0015584240338961588,0.0
C00514893,0.0020429009193054137,0.10718853751049895,0.006482777580733796,6.625212070899615e-07
C00605592,0.0015321756894790604,0.10553745098076235,0.002912243113595806,4.6782234957225987e-07
C00648055,0.0,0.0,5.389667593490833e-12,0.0
C00647677,0.0,0.0,5.389667593490833e-12,0.0
C00640623,0.0056179775280898875,0.12659813964654643,0.007987137708088956,0.0004911968542021356
C00502294,0.008171603677221655,0.12744589504596526,0.016495142674659548,0.0007367160598938719
C00465971,0.0,0.0,5.389667593490833e-12,0.0
C00492454,0.003064351378958121,0.11169695659718118,0.002318702450409686,2.3671647147121753e-05
C00646901,0.0,0.0,5.389667593490833e-12,0.0
C00385773,0.010725229826353423,0.11581290259755057,0.02660160478398352,8.157403932023151e-05
C00464495,0.0,0.0,5.389667593490833e-12,0.0
C00401034,0.012257405515832483,0.11652196118488253,0.02564840685937627,0.0001177127114757161
C00431353,0.0,0.0,5.389667593490833e-12,0.0
C00492231,0.0,0.0,5.389667593490833e-12,0.0
C00620518,0.0,0.0,5.389667593490833e-12,0.0
C00469163,0.033707865168539325,0.12045519194217813,0.09324550692991727,0.00036718703839697385
C00701953,0.004596527068437181,0.11306091283285633,0.013740290827723569,1.4998619399711783e-05
C00376665,0.0040858018386108275,0.11115333091614361,0.007240503035670644,0.00045528019559699457
C00637850,0.018896833503575076,0.11362340493650236,0.022692791694731734,0.002824754842800534
C00383828,0.005107252298263534,0.10198706933121603,0.0049872020887582625,6.121554232613243e-06
C00545467,0.01736465781409602,0.12195605763031492,0.02027588717782188,0.000653277202218378
C00649038,0.0,0.0,5.389667593490833e-12,0.0
