ID,degree,closeness,eigenvector,betweenness
C00710780,0.0,0.0,4.831536797643873e-11,0.0
C00736876,0.009047619047619047,0.09488118811881188,0.02344640717267803,0.001385102172443305
C00696153,0.023809523809523808,0.09579806731089636,0.06556006742098905,0.001479290965381882
C00718866,0.0004761904761904762,0.06627247579529737,0.00018012829195166344,0.0
C00732792,0.0004761904761904762,0.07854918032786885,0.002651062114991001,0.0
C00668699,0.0,0.0,4.831536797643873e-11,0.0
C00496075,0.0004761904761904762,0.06260670731707317,0.00011128478706013125,0.0
C00631002,0.0,0.0,4.831536797643873e-11,0.0
C00696724,0.0,0.0,4.831536797643873e-11,0.0
C00694844,0.0,0.0,4.831536797643873e-11,0.0
C00768317,0.0,0.0,4.831536797643873e-11,0.0
C00607374,0.0,0.0,4.831536797643873e-11,0.0
C00733329,0.0380952380952381,0.10699292891700782,0.10116941987354375,0.009831169386679536
C00540302,0.0014285714285714286,0.06324021117465904,0.0002927527675350452,0.0007037364731504797
C00725853,0.002857142857142857,0.09120875634517767,0.02273583924021563,1.5006103741572677e-05
C00766733,0.0,0.0,4.831536797643873e-11,0.0
C00718650,0.0014285714285714286,0.07065372327353157,0.002119039083240959,2.5749618464062677e-06
C00410761,0.002380952380952381,0.08285014409221901,0.009962410636224519,5.871530219072206e-05
C00200865,0.0,0.0,4.831536797643873e-11,0.0
C00587782,0.0,0.0,4.831536797643873e-11,0.0
C00719278,0.0,0.0,4.831536797643873e-11,0.0
C00575167,0.013333333333333332,0.09217377364539917,0.07733595355310043,8.349757482160747e-05
C00458315,0.0,0.0,4.831536797643873e-11,0.0
C00632067,0.020476190476190478,0.09444480946123521,0.07713689273926112,0.00034189514459226036
C00695965,0.0,0.0,4.831536797643873e-11,0.0
C00349506,0.004285714285714286,0.07976970033296336,0.004240042621028469,0.0002671831757296354
C00732826,0.008571428571428572,0.08530860534124629,0.028085974692932673,0.0002509194287537624
C00414318,0.0,0.0,4.831536797643873e-11,0.0
C00592659,0.010952380952380953,0.09735523196749069,0.05112704742990831,0.0007242664691980751
C00575209,0.01904761904761905,0.099271408839779,0.08140734640572429,0.001288975788611662
C00509968,0.019523809523809523,0.09920289855072464,0.0818584286824335,0.0014233843544477296
C00646844,0.023809523809523808,0.09899793388429753,0.09365413778866448,0.0012996069246805544
C00637868,0.015238095238095238,0.09896385542168674,0.08109619688541707,0.0003825910635936706
C00653816,0.011904761904761904,0.09798568507157464,0.060755434794425994,0.0004295212093126712
C00657411,0.004285714285714286,0.09303883495145632,0.02493957453541952,6.29255920844755e-05
C00638650,0.012857142857142857,0.0975203527815468,0.06532185391050241,0.00042157970693479277
C00312017,0.012857142857142857,0.09738821138211382,0.0591196307540291,0.000492063967181556
C00446906,0.009047619047619047,0.09735523196749069,0.04157257798843463,0.0002993013728697632
C00649913,0.01380952380952381,0.09791893732970026,0.06453937734620407,0.0005700245277014167
C00582890,0.014761904761904763,0.09781898604967676,0.07239543071697407,0.0004426091635100786
C00258855,0.0004761904761904762,0.07228815690218758,0.000260630246820542,0.0
C00405431,0.002380952380952381,0.10122887323943663,0.0055918280079055305,0.0036102927676609424
C00775395,0.0009523809523809524,0.07451788491446346,0.0032159586332200034,0.0003520951019759976
C00748814,0.0,0.0,4.831536797643873e-11,0.0
C00500207,0.0,0.0,4.831536797643873e-11,0.0
C00385526,0.0,0.0,4.831536797643873e-11,0.0
C00766428,0.010476190476190476,0.09182050463110827,0.04474230586854487,0.00028253158955435286
C00472704,0.008095238095238095,0.1019468085106383,0.039089382884571665,0.0034251252095299474
C00654079,0.0009523809523809524,0.08032690695725063,0.0011460313484812103,0.0
C00386748,0.002857142857142857,0.09029208542713568,0.01862615346291768,1.2283406280005173e-06
C00504522,0.010952380952380953,0.09173261008296107,0.056566068326883975,0.00017599023805490874
C00269340,0.0,0.0,4.831536797643873e-11,0.0
C00441352,0.004285714285714286,0.0905765595463138,0.015099953879885246,0.0007089618317805246
C00707638,0.002380952380952381,0.07893739703459637,0.00414529657094962,1.567752936859596e-05
C00458398,0.0014285714285714286,0.07701312617197964,0.002668361335864231,8.103967156363218e-06
C00311639,0.004761904761904762,0.08430791788856304,0.018423645975673024,8.13871053052143e-05
C00769703,0.0,0.0,4.831536797643873e-11,0.0
C00637363,0.0038095238095238095,0.08330628803245436,0.01347999515430844,2.5805708716784167e-05
