CAND_ID,degree_in,degree_in_raw,degree_out,degree_out_raw,pagerank,katz,CANDIDATE NAME,chairs_next,chairs_now,total,negative,positive,absolute,HyPAC,PAC,SupPAC,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,cumulative_occurrence,24E,24A,total_24a_positive,total_24e_positive
H6NV04020,0.10138248847926268,44,0.0,0,0.004694035613414897,0.1261318952881083,"Lee, Susie",0,0,10571735.0,-33.541,10605.276,10638.817,15.0,283.0,12.0,DEM,NV,3,9.0,2.0,980.29,135.615
H8TX32098,0.05069124423963134,22,0.013824884792626727,6,0.002297211489914739,0.063243260485107,"Allred, Colin",0,0,573435.0,-26.5,599.935,626.435,7.0,158.0,4.0,DEM,TX,3,3.0,1.0,0.156,0.024
H8IL14174,0.08064516129032258,35,0.0,0,0.004385766050598889,0.09212390924061413,"Underwood, Lauren",0,0,1077435.0,-31.2,1108.635,1139.835,15.0,188.0,9.0,DEM,IL,3,6.0,3.0,7.907,129.312
H8TN02119,0.004608294930875576,2,0.06221198156682028,27,0.0013661082932976923,0.021578261637310154,"Burchett, Tim",0,0,256273.0,-7.5,263.773,271.273,1.0,66.0,1.0,REP,TN,3,0.0,1.0,0.008,0.0
H8IN04199,0.004608294930875576,2,0.02304147465437788,10,0.0013850137940836567,0.020616436841288707,"Baird, Jim ",0,0,246009.0,-26.5,272.509,299.009,1.0,75.0,0.0,REP,IN,3,0.0,0.0,0.0,0.0
H8IN06129,0.004608294930875576,2,0.01152073732718894,5,0.001470792791387159,0.02080385899437293,"Pence, Greg",0,0,602275.0,-18.518,620.793,639.311,2.0,181.0,0.0,REP,IN,3,0.0,0.0,0.0,0.0
H8CA12098,0.002304147465437788,1,0.03225806451612903,14,0.0013558448367287494,0.01855479315719357,"Eshoo, Anna G. ",0,0,853102.0,-26.0,879.102,905.102,1.0,201.0,4.0,DEM,CA,8,4.0,0.0,0.0,0.2
H0IA01174,0.07834101382488479,34,0.002304147465437788,1,0.0041124976874916605,0.10221758944439133,"Hinson, Ashley",0,0,2771130.0,-103.232,2874.362,2977.594,11.0,363.0,2.0,REP,IA,2,1.0,1.0,0.008,0.156
H0CA48198,0.07834101382488479,34,0.0,0,0.011509597908583339,0.12379269677192516,"Steel, Michelle ",0,0,2356468.0,-119.676,2476.144,2595.82,13.0,321.0,8.0,REP,CA,2,3.0,5.0,64.682,5.374
H0SC03077,0.006912442396313364,3,0.027649769585253454,12,0.001387604930584822,0.02277426288083755,"Duncan, Jeff",0,0,611000.0,-7.167,618.167,625.334,2.0,136.0,0.0,REP,SC,7,0.0,0.0,0.0,0.0
H4AR04048,0.01152073732718894,5,0.002304147465437788,1,0.0019216122213725998,0.02888210772682103,"Westerman, Bruce",1,1,1018929.0,-11.189,1030.118,1041.307,1.0,223.0,1.0,REP,AR,5,1.0,0.0,0.0,90.241
H2TX33073,0.01152073732718894,5,0.07603686635944701,33,0.001791173490259109,0.026014194850654104,"Veasey, Marc",0,0,1216969.0,-20.0,1236.969,1256.969,2.0,266.0,3.0,DEM,TX,6,3.0,0.0,0.0,0.024
H2LA02149,0.020737327188940093,9,0.027649769585253454,12,0.0021771480655736883,0.03429381443469347,"Carter, Troy A.",0,0,2032120.0,-31.8,2063.92,2095.72,3.0,208.0,4.0,DEM,LA,1,2.0,2.0,939.364,20.6
H8FL17053,0.01152073732718894,5,0.01152073732718894,5,0.0014231974663004817,0.02748453073888082,"Steube, Greg",0,0,452437.0,-6.52,458.957,465.477,2.0,134.0,0.0,REP,FL,3,0.0,0.0,0.0,0.0
H2TX31044,0.006912442396313364,3,0.0,0,0.0016198153518905368,0.02405169894095843,"Carter, John",0,0,499697.0,-31.066,530.763,561.829,1.0,122.0,2.0,REP,TX,8,2.0,0.0,0.0,0.24
H6MD03292,0.0,0,0.006912442396313364,3,0.0013469695484300797,0.01686799377926688,"Sarbanes, John",0,0,7485.0,-12.5,19.985,32.485,2.0,7.0,3.0,DEM,MD,8,3.0,0.0,0.0,0.159
H0NY02234,0.06221198156682028,27,0.018433179723502304,8,0.0031517783331996402,0.0875635431546542,"Garbarino, Andrew R.",0,0,2135067.0,-35.283,2170.35,2205.633,10.0,327.0,6.0,REP,NY,2,5.0,1.0,10.0,95.961
H0OK05205,0.01152073732718894,5,0.004608294930875576,2,0.0014379088337784578,0.029140347564405943,"Bice, Stephanie",0,0,735648.0,-54.576,790.224,844.8,7.0,146.0,3.0,REP,OK,2,1.0,2.0,8.341,0.156
H8VA10106,0.04608294930875576,20,0.02534562211981567,11,0.002006742990053683,0.061130608212842406,"Wexton, Jennifer T.",0,0,945471.0,-10.0,955.471,965.471,10.0,177.0,8.0,DEM,VA,3,5.0,3.0,26.854,29.189
H8CO02160,0.002304147465437788,1,0.08755760368663594,38,0.001383814596314839,0.01965139220890154,"Neguse, Joe",0,0,540151.0,-26.0,566.151,592.151,5.0,147.0,3.0,DEM,CO,3,3.0,0.0,0.0,0.068
H0IN05326,0.04377880184331797,19,0.03456221198156682,15,0.0035690587133953315,0.061983586918692074,"Spartz, Victoria",0,0,836560.0,-40.092,876.652,916.744,6.0,216.0,1.0,REP,IN,2,0.0,1.0,0.008,0.0
H8IL14067,0.05069124423963134,22,0.006912442396313364,3,0.0024018791561957542,0.06142655575876445,"Foster, Bill ",0,0,2026247.0,-25.5,2051.747,2077.247,4.0,262.0,4.0,DEM,IL,7,2.0,2.0,756.715,0.018
H6TX19099,0.002304147465437788,1,0.08755760368663594,38,0.0013530666692378771,0.018742215310277793,"Arrington, Jodey C. ",1,0,1002936.0,-32.1,1035.036,1067.136,2.0,252.0,1.0,REP,TX,4,1.0,0.0,0.0,0.084
H8ND00096,0.009216589861751152,4,0.08525345622119816,37,0.001519438200856168,0.0265580785529121,"Armstrong, Kelly ",0,0,1293905.0,-29.389,1323.294,1352.683,2.0,320.0,0.0,REP,ND,3,0.0,0.0,0.0,0.0
H8NY21203,0.002304147465437788,1,0.08525345622119816,37,0.0013558448367287494,0.01855479315719357,"Tonko, Paul D.",0,0,999923.0,-24.0,1023.923,1047.923,3.0,219.0,3.0,DEM,NY,8,3.0,0.0,0.0,0.058
H6OH04082,0.0,0,0.1175115207373272,51,0.0013469695484300797,0.01686799377926688,"Jordan, Jim",1,1,273851.0,-62.62,336.471,399.091,3.0,49.0,3.0,REP,OH,8,0.0,3.0,30.587,0.0
H6AZ05083,0.004608294930875576,2,0.004608294930875576,2,0.0014614385619987882,0.024449903074534745,"Biggs, Andy",0,0,97032.0,-6.903,103.935,110.838,2.0,29.0,1.0,REP,AZ,4,0.0,1.0,8.346,0.0
H6FL01119,0.002304147465437788,1,0.004608294930875576,2,0.001369418807067891,0.01855479315719357,"Gaetz, Matt",0,0,75255.0,-5.775,81.03,86.805,3.0,4.0,5.0,REP,FL,4,1.0,4.0,15.773,44.762
H0UT04076,0.013824884792626727,6,0.0,0,0.001528613274818972,0.0309574476529075,"Owens, Burgess",0,0,482787.0,-45.894,528.681,574.575,6.0,79.0,1.0,REP,UT,2,1.0,0.0,0.0,0.156
H6LA04138,0.004608294930875576,2,0.06682027649769585,29,0.0013755159278756885,0.020429014688204482,"Johnson, ""Mike""",0,0,429824.0,-22.729,452.553,475.282,1.0,115.0,0.0,REP,LA,4,0.0,0.0,0.0,0.0
H0NC09187,0.002304147465437788,1,0.002304147465437788,1,0.001369418807067891,0.01855479315719357,"Bishop, Dan",0,0,241074.0,-3.093,244.167,247.26,1.0,85.0,2.0,REP,NC,3,1.0,1.0,0.008,0.014
H0OR02127,0.009216589861751152,4,0.004608294930875576,2,0.001412408106279538,0.025335293619635758,"Bentz, Cliff S.",0,0,368544.0,-8.0,376.544,384.544,1.0,109.0,1.0,REP,OR,2,1.0,0.0,0.0,4.139
H0MN07091,0.016129032258064516,7,0.05529953917050691,24,0.0015855072211312007,0.0317040004625248,"Fischbach, Michelle",0,0,436133.0,-1.789,437.922,439.711,2.0,107.0,2.0,REP,MN,2,2.0,0.0,0.0,13.318
H0CA48024,0.006912442396313364,3,0.0,0,0.0013885575519355037,0.02326506101523684,"Issa, Darrell",0,0,538607.0,-2.424,541.031,543.455,6.0,68.0,2.0,REP,CA,7,1.0,1.0,0.008,223.857
H0WI05113,0.009216589861751152,4,0.002304147465437788,1,0.0014006465546446373,0.02561030920786991,"Fitzgerald, Scott",0,0,500484.0,-4.276,504.76,509.036,1.0,109.0,1.0,REP,WI,2,1.0,0.0,0.0,24.878
H2KY04121,0.002304147465437788,1,0.0,0,0.001369418807067891,0.01855479315719357,"Massie, Thomas",0,0,129029.0,-5.095,134.124,139.219,1.0,39.0,1.0,REP,KY,6,0.0,1.0,0.624,0.0
H4CO04090,0.01152073732718894,5,0.004608294930875576,2,0.002752493001685413,0.028510099433073095,"Buck, Ken ",0,0,314021.0,-30.038,344.059,374.097,1.0,78.0,1.0,REP,CO,5,0.0,1.0,0.008,0.0
H8TX21307,0.002304147465437788,1,0.006912442396313364,3,0.001369418807067891,0.01855479315719357,"Roy, Chip",0,0,358696.0,-12.901,371.597,384.498,1.0,84.0,5.0,REP,TX,3,3.0,2.0,0.632,3.94
H8CA04152,0.027649769585253454,12,0.013824884792626727,6,0.006516889188890722,0.048381170812610064,"McClintock, Tom",0,0,253194.0,-11.0,264.194,275.194,3.0,73.0,2.0,REP,CA,8,0.0,2.0,0.126,0.0
H0CA03078,0.0,0,0.09907834101382489,43,0.0013469695484300797,0.01686799377926688,"Bera, Ami",0,0,1148612.0,-17.0,1165.612,1182.612,4.0,175.0,5.0,DEM,CA,6,5.0,0.0,0.0,328.756
H8IL06139,0.06682027649769585,29,0.0,0,0.006162379209599881,0.08500640589849376,"Casten, Sean",0,0,3397720.0,-26.5,3424.22,3450.72,9.0,240.0,7.0,DEM,IL,3,5.0,2.0,10.672,50.094
H8NC13067,0.04377880184331797,19,0.0,0,0.0021384702005723833,0.05721441913632363,"Manning, Kathy",0,0,649301.0,-12.441,661.742,674.183,9.0,133.0,4.0,DEM,NC,2,4.0,0.0,0.0,0.26
H8CA45130,0.05069124423963134,22,0.0,0,0.0032309025229315495,0.06975942221051566,"Porter, Katie ",0,0,8479003.0,-18.107,8497.11,8515.217,20.0,129.0,10.0,DEM,CA,3,7.0,3.0,373.782,112.236
H0IN01150,0.06682027649769585,29,0.0,0,0.0028027412355078967,0.0786457634373037,"Mrvan, Frank J.",0,0,8178084.0,-12.0,8190.084,8202.084,9.0,206.0,1.0,DEM,IN,2,0.0,1.0,32.244,0.0
H8KS04112,0.009216589861751152,4,0.07373271889400922,32,0.001414503609607977,0.026503282784032984,"Estes, Ron",0,0,870985.0,-14.249,885.234,899.483,2.0,211.0,0.0,REP,KS,3,0.0,0.0,0.0,0.0
H4CA12055,0.0,0,0.009216589861751152,4,0.0013469695484300797,0.01686799377926688,"Khanna, Ro",0,0,4774.0,-52.5,57.274,109.774,3.0,15.0,4.0,DEM,CA,4,4.0,0.0,0.0,0.308
H0TX24209,0.04608294930875576,20,0.002304147465437788,1,0.0023455266422022533,0.06508029689324059,"Van Duyne, Beth",0,0,877728.0,-69.533,947.261,1016.794,7.0,236.0,3.0,REP,TX,2,2.0,1.0,0.008,0.24
H6MD08457,0.004608294930875576,2,0.1313364055299539,57,0.002471078349895884,0.02783398747815621,"Raskin, Jamie",1,0,378449.0,-8.2,386.649,394.849,7.0,88.0,3.0,DEM,MD,4,3.0,0.0,0.0,0.787
H6TX02079,0.002304147465437788,1,0.08986175115207373,39,0.0013530666692378771,0.018742215310277793,"Babin, Brian",0,0,427001.0,-10.779,437.78,448.559,1.0,104.0,2.0,REP,TX,5,1.0,1.0,0.5,0.084
H6LA03148,0.018433179723502304,8,0.002304147465437788,1,0.002545553044356993,0.035901860983591063,"Higgins, Clay",0,0,210105.0,-2.397,212.502,214.899,2.0,60.0,2.0,REP,LA,4,1.0,1.0,0.624,1.2
H4AZ07043,0.002304147465437788,1,0.03225806451612903,14,0.0013558448367287494,0.01855479315719357,"Gallego, Ruben",0,0,881384.0,-16.6,897.984,914.584,11.0,171.0,2.0,DEM,AZ,5,2.0,0.0,0.0,0.018
H0NM03102,0.06912442396313365,30,0.009216589861751152,4,0.0039496277032791465,0.08241527847721769,"Fernandez, Teresa Leger",0,0,733273.0,-8.0,741.273,749.273,14.0,124.0,5.0,DEM,NM,2,3.0,1.0,9.099,0.045
H2IL02172,0.002304147465437788,1,0.04838709677419355,21,0.0013644940817546286,0.018929637463362015,"Kelly, Robin",0,0,1105685.0,-34.05,1139.735,1173.785,5.0,233.0,3.0,DEM,IL,5,3.0,0.0,0.0,55.137
H4WA04104,0.016129032258064516,7,0.004608294930875576,2,0.0015633769992034851,0.03308049505810481,"Newhouse, Dan",0,0,2227596.0,-27.229,2254.825,2282.054,6.0,259.0,3.0,REP,WA,5,3.0,0.0,0.0,745.694
H2CA20094,0.06682027649769585,29,0.0,0,0.015654006507186045,0.11326320264932406,"Valadeo, David G.",0,0,10125325.0,-21.232,10146.557,10167.789,11.0,343.0,8.0,REP,CA,5,6.0,2.0,0.126,70.727
H0NH02181,0.02534562211981567,11,0.05529953917050691,24,0.0025311959664193195,0.037803444817526774,"Kuster, Ann McLane ",0,0,730095.0,-2.9,732.995,735.895,3.0,59.0,7.0,DEM,NH,6,7.0,0.0,0.0,68.068
H2CA00120,0.08294930875576037,36,0.01152073732718894,5,0.00377427210686634,0.09053343514149585,"Brownley, Julia ",0,0,1366762.0,-17.0,1383.762,1400.762,6.0,219.0,10.0,DEM,CA,6,10.0,0.0,0.0,370.464
H2IL10068,0.002304147465437788,1,0.11059907834101382,48,0.0014105757812372121,0.01855479315719357,"Schneider, Brad ",0,0,1364503.0,-32.0,1396.503,1428.503,4.0,298.0,3.0,DEM,IL,5,2.0,1.0,11.145,0.018
H8PA10147,0.002304147465437788,1,0.03225806451612903,14,0.0013530666692378771,0.018742215310277793,"Meuser, Dan",0,0,331861.0,-15.106,346.967,362.073,2.0,84.0,0.0,REP,PA,3,0.0,0.0,0.0,0.0
H8NJ02166,0.016129032258064516,7,0.0,0,0.0019196023501916741,0.03426914279487962,"Van Drew, Jeff ",0,0,526475.0,-20.133,546.608,566.741,1.0,132.0,1.0,REP,NJ,3,0.0,1.0,0.008,0.0
H4AL06098,0.004608294930875576,2,0.02304147465437788,10,0.002993509434533193,0.02259225050437694,"Palmer, Gary",0,0,384995.0,-11.5,396.495,407.995,1.0,103.0,0.0,REP,AL,5,0.0,0.0,0.0,0.0
H0GA08099,0.004608294930875576,2,0.07603686635944701,33,0.0013661082932976923,0.021578261637310154,"Scott, Austin",0,0,517135.0,-10.5,527.635,538.135,0.0,115.0,0.0,REP,GA,7,0.0,0.0,0.0,0.0
H2CA15094,0.0,0,0.020737327188940093,9,0.0013469695484300797,0.01686799377926688,"Swalwell, Eric ",0,0,569269.0,-9.5,578.769,588.269,3.0,128.0,3.0,DEM,CA,6,3.0,0.0,0.0,0.298
H2GA02031,0.06221198156682028,27,0.0,0,0.006107939100277175,0.0777296073171908,"Bishop, Sanford",0,0,2073593.0,-27.257,2100.85,2128.107,9.0,321.0,5.0,DEM,GA,8,5.0,0.0,0.0,204.979
H0NC03172,0.006912442396313364,3,0.002304147465437788,1,0.0015124371931751863,0.024427583648958587,"Murphy, Greg",0,0,598062.0,-4.56,602.622,607.182,2.0,142.0,0.0,REP,NC,2,0.0,0.0,0.0,0.0
H8CA05035,0.0,0,0.14055299539170507,61,0.0013469695484300797,0.01686799377926688,"Pelosi, Nancy",0,1,1486278.0,-26.0,1512.278,1538.278,5.0,233.0,5.0,DEM,CA,8,3.0,2.0,36.979,0.081
H8WV03097,0.01152073732718894,5,0.059907834101382486,26,0.003764289157970841,0.03105597033774784,"Miller, Carol",0,0,654875.0,-4.935,659.81,664.745,5.0,165.0,0.0,REP,WV,3,0.0,0.0,0.0,0.0
H6CA46116,0.002304147465437788,1,0.0576036866359447,25,0.0013558448367287494,0.01855479315719357,"Correa, Lou",0,0,879570.0,-21.25,900.82,922.07,1.0,213.0,3.0,DEM,CA,4,3.0,0.0,0.0,0.06
H4NY21079,0.01152073732718894,5,0.08294930875576037,36,0.0015026505652672073,0.02696810530662464,"Stefanik, Elise M.",1,1,1166931.0,-139.17,1306.101,1445.271,10.0,177.0,3.0,REP,NY,5,0.0,3.0,23.158,0.0
H8MD01094,0.016129032258064516,7,0.027649769585253454,12,0.001595671137592631,0.0316476436004612,"Harris, Andy ",0,0,453383.0,-28.106,481.489,509.595,3.0,123.0,1.0,REP,MD,7,0.0,1.0,0.5,0.0
H8IA02043,0.08755760368663594,38,0.013824884792626727,6,0.005153441346947832,0.12482423289372366,"Miller-Meeks, Mariannette",0,0,2426308.0,-59.356,2485.664,2545.02,11.0,331.0,8.0,REP,IA,2,6.0,2.0,8.341,74.782
H0IN08114,0.004608294930875576,2,0.002304147465437788,1,0.0013651556719470107,0.02108746350291086,"Buchson, Larry D. ",0,0,1078422.0,-28.6,1107.022,1135.622,2.0,225.0,0.0,REP,IN,7,0.0,0.0,0.0,0.0
H8ME01120,0.0,0,0.03917050691244239,17,0.0013469695484300797,0.01686799377926688,"Pingree, Chellie M.",0,0,269585.0,-4.5,274.085,278.585,1.0,70.0,4.0,DEM,ME,8,4.0,0.0,0.0,0.073
H4CA33119,0.0,0,0.29723502304147464,129,0.0013469695484300797,0.01686799377926688,"Lieu, Ted W.",0,0,418406.0,-5.0,423.406,428.406,5.0,106.0,4.0,DEM,CA,5,4.0,0.0,0.0,0.441
H0LA01087,0.002304147465437788,1,0.44239631336405527,192,0.0013772352456523974,0.018742215310277793,"Scalise, Steve",1,1,1717879.0,-175.498,1893.377,2068.875,4.0,253.0,0.0,REP,LA,8,0.0,0.0,0.0,0.0
H6PA08277,0.04838709677419355,21,0.002304147465437788,1,0.002876763658902531,0.0748071051908722,"Fitzpatrick, Brian",0,0,2714428.0,-23.748,2738.176,2761.924,12.0,374.0,4.0,REP,PA,4,1.0,3.0,95.957,227.377
H0UT01205,0.01152073732718894,5,0.013824884792626727,6,0.0014310139048849878,0.027671952891965047,"Moore, Blake D. ",0,0,849326.0,-18.76,868.086,886.846,2.0,176.0,1.0,REP,UT,2,1.0,0.0,0.0,93.134
H2FL14186,0.009216589861751152,4,0.11059907834101382,48,0.0014006465546446373,0.02561030920786991,"Donalds, Byron",0,0,766767.0,-38.158,804.925,843.083,4.0,131.0,0.0,REP,FL,1,0.0,0.0,0.0,0.0
H8FL27185,0.06682027649769585,29,0.0,0,0.004072808261061904,0.09571007023379441,"Salazar, Marìa Elvira ",0,0,2328030.0,-368.848,2696.878,3065.726,8.0,250.0,8.0,REP,FL,2,5.0,3.0,81.258,221.282
H6AL04098,0.006912442396313364,3,0.08525345622119816,37,0.0013909114689924084,0.02413929237610836,"Alderholt, Robert ",0,0,669723.0,-15.601,685.324,700.925,2.0,133.0,0.0,REP,AL,8,0.0,0.0,0.0,0.0
H2TX33040,0.002304147465437788,1,0.009216589861751152,4,0.0013530666692378771,0.018742215310277793,"Williams, Roger",1,0,507099.0,-25.4,532.499,557.899,3.0,104.0,3.0,REP,TX,6,1.0,2.0,4.341,0.084
H0FL15104,0.006912442396313364,3,0.004608294930875576,2,0.0013781972960068259,0.02392350982994322,"Franklin, Scott ",0,0,394066.0,-9.804,403.87,413.674,1.0,103.0,0.0,REP,FL,2,0.0,0.0,0.0,0.0
H0TX13228,0.01152073732718894,5,0.0,0,0.0015327747778982883,0.026733580545167945,"Jackson, Ronny",0,0,227494.0,-252.634,480.128,732.762,3.0,130.0,1.0,REP,TX,2,1.0,0.0,0.0,0.084
H0TX35015,0.04608294930875576,20,0.0,0,0.002563463482995659,0.06984180164319477,"Gonzalez, Tony",0,0,1758432.0,-104.936,1863.368,1968.304,4.0,259.0,5.0,REP,TX,2,4.0,1.0,0.008,165.721
H6FL13148,0.009216589861751152,4,0.08986175115207373,39,0.001665721419618842,0.025797731360954132,"Buchanan, Vern",0,0,2262794.0,-63.591,2326.385,2389.976,2.0,432.0,1.0,REP,FL,8,0.0,1.0,0.008,0.0
H8SC04250,0.006912442396313364,3,0.013824884792626727,6,0.0014038974444925995,0.023970612438315688,"Timmons, William",0,0,759486.0,-21.525,781.011,802.536,3.0,152.0,0.0,REP,SC,3,0.0,0.0,0.0,0.0
H0FL26036,0.06912442396313365,30,0.0,0,0.003811977365577474,0.1036593703016124,"Gimenez, Carlos A. ",0,0,878898.0,-33.266,912.164,945.43,5.0,192.0,4.0,REP,FL,2,2.0,2.0,16.258,3.097
H0GA09246,0.004608294930875576,2,0.009216589861751152,4,0.0013651556719470107,0.02108746350291086,"Clyde, Andrew",0,0,24905.0,0.0,24.905,24.905,0.0,8.0,0.0,REP,GA,2,0.0,0.0,0.0,0.0
H0FL08208,0.009216589861751152,4,0.018433179723502304,8,0.0017892960250667337,0.025591566992578356,"Webster, Daniel ",0,0,308017.0,-2.056,310.073,312.129,2.0,79.0,1.0,REP,FL,7,0.0,1.0,7.834,0.0
H6NE02125,0.08064516129032258,35,0.0,0,0.005588253345245653,0.11111579864884483,"Bacon, Don",0,0,6183567.0,-25.969,6209.536,6235.505,9.0,333.0,8.0,REP,NE,4,6.0,2.0,48.073,386.987
H0TX04219,0.013824884792626727,6,0.013824884792626727,6,0.0018583214098633685,0.03706517313793076,"Fallon, Pat",0,0,279851.0,-14.698,294.549,309.247,2.0,83.0,2.0,REP,TX,2,1.0,1.0,0.018,0.084
